creator,creator_profile_url,video_url,video_id,description,duration,views,likes,comments,ROAS,ad_spend,duration_seconds
kelseyalfred,https://www.tiktok.com/@6850891043764913158,https://www.tiktok.com/@/video/7623517690753256718?_r=1,7623517690753256448,Replying to @c8forever 💋 8-hour wear test of the NYX Fat Matte Smooth Color Lipstick in Rose Robe 🌹   #NYXFatMatteSmoothColorLipstick   #NYXRoseRobe   #WearTest   #MatteLipstick   #LipstickReview   @NYX Professional Makeup ,170s,150000,1844,43,5.26,2.28,170
nailsxnazira,https://www.tiktok.com/@6983442407875478533,https://www.tiktok.com/@/video/7626115616201608462?_r=1,7626115616201608192,"They neverrr fail me 😍😍  Lash map: 16,14,14,12,12,10 (not stacked)   #lashes #lashclusters #animelashes #lashmap ",11s,8047,275,0,6.25,19.18,11
jameeeelia,https://www.tiktok.com/@6828691195053720581,https://www.tiktok.com/@/video/7622113957700013326?_r=1,7622113957700013056,Have you tried the @e.l.f. Cosmetics bronzing drops yet? I absolutely recommend! 😍 #elfcosmetics #eyeslipsface #bronzingdrops #makeuphacks #jameeeelia ,32s,25800,247,5,5.0,7.8,32
sydneyrenayeverhart,https://www.tiktok.com/@6787552685602112517,https://www.tiktok.com/@/video/7626139161602297118?_r=1,7626139161602296832,BLIND RANKING THE NEW @Painted LIPPIES🍒🍓💋✨✨ #painted #lipbalm #makeup #makeupreview #jamescharles ,125s,318700,26200,67,6.0,677.8,125
curlygirl_gina,https://www.tiktok.com/@6802274389452342277,https://www.tiktok.com/@/video/7616918105180130574?_r=1,7616918105180130304,Catrice Under Eye Brightener review + shade guide. How to mix Light Rose and Warm Nude to brighten dark circles. TikTok Shop exclusive bundle with under eye setting powder and brush for $12. #catrice  #undereyebrightener  #darkcircles  #brighteningpowder  #drugstoremakeup @Catrice Cosmetics ,85s,1815,17,3,5.26,2.28,85
misskuys2,https://www.tiktok.com/@7514297888328991787,https://www.tiktok.com/@/video/7616021348216835358?_r=1,7616021348216835072,"Waterproof, smudge-resistant lip liner that lasts all day😍😘✨#lipliner #waterprooflipliner #tiktokmademebuyit #foryoupage #makeup ",33s,13100,80,0,5.27,2.17,33
lingos.lifee,https://www.tiktok.com/@7424606201860998187,https://www.tiktok.com/@/video/7612500167903776031?_r=1,7612500167903775744,My feet have never felt smoother so definitely worth it #footpeelmask #tiktokmademebuyit ,10s,36700,200,10,0.0,0.0,10
sophiawardlow,https://www.tiktok.com/@54827726204841984,https://www.tiktok.com/@/video/7618230130921590046?_r=1,7618230130921589760,1000% recommend!!!! #fyp #tanningoil #tanning #hawaiiantropic #besttanningproduct ,13s,2533,52,0,0.0,0.0,13
iguesssydney,https://www.tiktok.com/@169231676579909632,https://www.tiktok.com/@/video/7624185257805303053?_r=1,7624185257805302784,"If you buy pimple patches, this will save you so much money!! Have you tried these yet? ##pimplepatch##hydrocolloidbandages##pimples##fyp##DIY",50s,3526,76,1,3.57,4.07,50
livestreamco1,https://www.tiktok.com/@7517477091559326734,https://www.tiktok.com/@/video/7608042794476670222?_r=1,7608042794476669952,definitely gonna get me some 30 days is crazy #fyp #tiktokshop #tatoo #faketattoos #gooddeals ,30s,5100000,128800,716,3.86,166.72,30
kelseyalfred,https://www.tiktok.com/@6850891043764913158,https://www.tiktok.com/@/video/7626204668405796109?_r=1,7626204668405795840,"🐚✨ trying the new ColourPop x The Little Mermaid multichrome highlighter in the shade Soft Shell 🧜‍♀️🌟 Soft Shell is a pink-violet-copper color-shifting highlighter with a buttery, buildable formula and a magical glow that changes in the light 💫 #ColourPopLittleMermaid #ColourPopSoftShell #MultichromeHighlighter #NewMakeup  #Review  @ColourPop Cosmetics ",124s,1003,47,11,0.0,0.0,124
andro_diaz,https://www.tiktok.com/@6786673768824701958,https://www.tiktok.com/@/video/7626072502422244622?_r=1,7626072502422244352,Replying to @lacywise12 there’s a better way #laka #lipmask ,55s,17400,53,1,4.38,53.32,55
_jc242,https://www.tiktok.com/@6731922640099001350,https://www.tiktok.com/@/video/7626186036971965727?_r=1,7626186036971965440,Posting this a week late 😂 but the best little family day!! 🦒🥰 #houstonzoo #zoo #familyof5 #sahm #fyp ,126s,67400,6538,52,5.26,130.72,126
juliesbeautybydesign,https://www.tiktok.com/@6825562474054616069,https://www.tiktok.com/@/video/7626380918080457997?_r=1,7626380918080457728,The before & after that nobody's talking about 😱 flakes completely GONE #ScalpCare #DandruffFree #Ropink #BeforeAndAfter #HairTransformation ,65s,2635,41,1,3.45,5.34,65
sarasstudies,https://www.tiktok.com/@7010867991592993798,https://www.tiktok.com/@/video/7626141011798002958?_r=1,7626141011798002688,"it's tik tok shop tuesdayyy 😍 lash map: (top) 16,14,12,10,8 (bottom) 6,6,6 #lashclusters #lashes #lashtutorial #lashclusterstutorial #lashmap ",40s,1870,110,10,5.26,20.49,40
hmoney3x,https://www.tiktok.com/@6805784715157701637,https://www.tiktok.com/@/video/7613540162630470943?_r=1,7613540162630470656,They are definitely good on the sound different modes💯#earbudswireless #loopearplugs #earbudsviral #tiktokshopfinds #creative ,50s,46800,175,21,0.0,0.0,50
vees.life89,https://www.tiktok.com/@6581938456070864901,https://www.tiktok.com/@/video/7622831047608126751?_r=1,7622831047608126464,,14s,362500,12600,39,6.17,245.56,14
itsceelss,https://www.tiktok.com/@7128382156217484331,https://www.tiktok.com/@/video/7618038605814009118?_r=1,7618038605814008832,The best way to get good sleep 😴#3dsleepmask #sleepmask #bettersleephack #sleepeyemask #bettersleep ,23s,18900,44,5,6.16,21.08,23
lisadesantis1124,https://www.tiktok.com/@6853837223507428358,https://www.tiktok.com/@/video/7620250167576448270?_r=1,7620250167576448000,@Base Laboratories @Base Laboratories #piercings  #nosepiercings #tiktokshopcreatorpicks #piercingaftercare #greenish ,24s,9269,62,6,4.23,21.23,24
branttakes,https://www.tiktok.com/@7252615740984771626,https://www.tiktok.com/@/video/7625758266257116429?_r=1,7625758266257116160,#ghkcu #skincare ,46s,7868,54,2,5.44,16.79,46
findsbyjayslen,https://www.tiktok.com/@7417313343592350762,https://www.tiktok.com/@/video/7619580794255756575?_r=1,7619580794255756288,Replying to @ButterflyEmpress 🦋 ,34s,37300,243,1,4.35,25.3,34
tashaattshopbestie,https://www.tiktok.com/@7402383874816230443,https://www.tiktok.com/@/video/7609715744762285342?_r=1,7609715744762285056,@Point of View Beauty ,7s,112900,226,12,4.82,191.82,7
aminaaa.i5,https://www.tiktok.com/@6937813189083546629,https://www.tiktok.com/@/video/7626379987855084831?_r=1,7626379987855084544,,11s,30500,1837,15,5.88,24.88,11
lifeeeeeisbeautiful,https://www.tiktok.com/@6736502969854149638,https://www.tiktok.com/@/video/7625800704598248718?_r=1,7625800704598248448,"If you have small little chicken lips, that is no longer a problem 👏  #lips ",29s,8248,45,3,3.96,36.36,29
doseofpopculture,https://www.tiktok.com/@7317782064530801710,https://www.tiktok.com/@/video/7624777007787740429?_r=1,7624777007787740160,This curling iron is so good #foryou #fyp #alabamabarker ,10s,446400,4852,21,4.77,1349.4,10
skyworthlife,https://www.tiktok.com/@7449593087918375979,https://www.tiktok.com/@/video/7620755806148939022?_r=1,7620755806148938752,A ver… ¿soy la única que no sabía esto? 😳🔥 #RealTalk #SelfCareRoutine #SmoothSkin #TrendingNow #TikTokFinds,27s,81700,149,5,4.95,121.41,27
bhold_shopz,https://www.tiktok.com/@7498306077881484319,https://www.tiktok.com/@/video/7624158726479514894?_r=1,7624158726479514624,There’s a reason she knows when I’m wearing it😅 #tiktokshop #ycz #yczcologne #cologne #menfragrances ,39s,737200,7503,14,4.48,1451.26,39
eneri.020,https://www.tiktok.com/@7433569086694556714,https://www.tiktok.com/@/video/7625308894813785375?_r=1,7625308894813785088,#penicillin #pomada #antibiotics #pomade ,32s,24500,54,0,3.94,61.84,32
veronica20aguilar,https://www.tiktok.com/@218706650365579264,https://www.tiktok.com/@/video/7626215683453488414?_r=1,7626215683453488128,"Alright guys. I’m baaacckkkkkkk! So much to catch up on, so much to talk about!!! Have yall tried the @SKIN1004 US line? SO GOOD!! #skin1004 #skin1004centella #centellaserum #brighteningskincare #koreanskincare ",54s,1012,19,6,5.55,2.91,54
scentbyjohnny,https://www.tiktok.com/@7466144059319305262,https://www.tiktok.com/@/video/7605289293157829902?_r=1,7605289293157829632,The Game of Spades Collection Set. #fragrance #cologne #perfume #fragrancetiktok #fragrancetok ,75s,24800,109,7,4.63,187.98,75
shopwithcourtneyy,https://www.tiktok.com/@7493030705456268318,https://www.tiktok.com/@/video/7624269721063443725?_r=1,7624269721063443456,Medicube put NAD in a serum 🤯 Anti aging and packed with collagen to support fine lines and wrinkles! #NAD #antiaging #medicubeNADserum #koreanskincare #nadserum ,41s,10800,98,0,0.0,0.0,41
violetrqse,https://www.tiktok.com/@6764912958822974470,https://www.tiktok.com/@/video/7625446379866869023?_r=1,7625446379866868736,okay wait actually guys pls ignore how ugly i look in this it was a long day,38s,299800,9644,22,4.27,264.94,38
tianamuse,https://www.tiktok.com/@6859785278333142022,https://www.tiktok.com/@/video/7610938440078707982?_r=1,7610938440078707712,I will never regret a Eadem purchase ❤️ #eademlipbalm #eadem ,22s,479300,13500,133,5.68,409.92,22
craveemyah,https://www.tiktok.com/@6780325499337999365,https://www.tiktok.com/@/video/7623185702121000222?_r=1,7623185702120999936,Mac chesnut + the OG clear gloss 😙  #maclipcombo ,27s,16600,429,4,4.55,24.64,27
southwellness,https://www.tiktok.com/@7263138910212047914,https://www.tiktok.com/@/video/7625051711895424270?_r=1,7625051711895424000,"Dr. Melaxin Gifted Collagen Boost Set for fine lines and wrinkles, saggy skin, dark hollow under eyes, volume loss, textured skin, and hyperpigmentation support. Korean skincare for firmer, smoother, more even-looking skin. #drmelaxin #giftedcollagenboostset #koreanskincare #antiagingskincare #hyperpigmentation",180s,4400000,48200,448,4.75,8428.16,180
yxxxpey,https://www.tiktok.com/@7285910789641569323,https://www.tiktok.com/@/video/7625338747843857694?_r=1,7625338747843857408,keyyou lashes🙏🏽 #keyyoulashes #tiktokshop #lashclusters #lashes #fypシ ,7s,33800,1116,11,3.69,180.92,7
shoptess,https://www.tiktok.com/@7181100611630007338,https://www.tiktok.com/@/video/7626126259004837133?_r=1,7626126259004836864,You can finally get toasted marshmallow by itself!!! Hurry while this is still in stock #summerfridays #summerfridayslipbalm #summerfridaystoastedmarshmallow #tiktokshoprestock #aprilrestock #tiktokshopcreatorpicks @Summer Fridays ,23s,1493,13,1,3.57,8.12,23
lexallynn,https://www.tiktok.com/@6729711647193072645,https://www.tiktok.com/@/video/7621671745421888798?_r=1,7621671745421888512,The most hydrating formula and the stain is NO JOKE 👏🏻 @NYX Professional Makeup #nyxcosmetics #nyxcosmeticspartner #lipstain #tiktokshopcreatorpicks #tiktokshopspringglowup ,46s,4456,41,3,0.0,0.0,46
argentinanoe_,https://www.tiktok.com/@7273117949060711466,https://www.tiktok.com/@/video/7623959263131553055?_r=1,7623959263131552768,Envío gratis 🚛 @bubu candy #nail #nailpolish #naturallook ,22s,95500,581,7,3.67,255.45,22
stephbeautyfinds,https://www.tiktok.com/@7481336950293529642,https://www.tiktok.com/@/video/7626186660765617422?_r=1,7626186660765617152,I seriously though summer Fridays was never going to restock this 😦 #summerfridays #summerfridayslipbalm #toastedmarshmallow #summerfridays #lipbalm ,23s,613,5,0,0.0,0.0,23
lexirosenstein,https://www.tiktok.com/@6724465018496975877,https://www.tiktok.com/@/video/7626229805276581151?_r=1,7626229805276580864,an invisible spf 50 with a blurring effect? Immediately yes. Loving this from @Supergoop on its own and under makeup #supergooppartner #supergoop #sunscreen #tiktokshopcreatorpicks #tiktokshopspringglowup ,56s,663,15,0,0.0,0.0,56
meg.cherek,https://www.tiktok.com/@7143967060505756715,https://www.tiktok.com/@/video/7626078946106395935?_r=1,7626078946106395648,You guys have got to check out this bikini drummer for women. The fact that you can use it in the shower alone says it all. ##bikini##trimmer##skincare##fyp##tiktokshop,34s,816,4,0,3.57,5.05,34
elsashops,https://www.tiktok.com/@7482601760243811371,https://www.tiktok.com/@/video/7625702333472689438?_r=1,7625702333472689152,finally 🙌🏼🙌🏼 @Summer Fridays #eyepatches ,37s,504800,1901,11,5.26,216.6,37
amarjitkaur275,https://www.tiktok.com/@6579725298904154118,https://www.tiktok.com/@/video/7624179922629610766?_r=1,7624179922629610496,LINKEVAP 24pcs Foot Detox Pads Ginger & Bamboo Charcoal Herbal Patch for Deep Cleansing Stress Relief Improved Sleep Toxin Removal Healthcare Therapy Solution@Linkevap-US #foot#detox #foryoupage #fyp #toxin ,37s,2894,43,1,0.0,0.0,37
giniglow,https://www.tiktok.com/@3943292,https://www.tiktok.com/@/video/7618728452702702861?_r=1,7618728452702702592,🩰🦢Flower Knows Perfume Duo✨#flowerknows #flowerknowsperfume #greenish #tiktokshopspringglowup #tiktokshopcreatorpicks  Posted on 03/18/2026 | Prices & promos were accurate at time of posting but may change. This is my personal testimony. Results may vary. ,44s,59900,689,2,5.08,29.5,44
abbyssecretonly,https://www.tiktok.com/@7466498859692704811,https://www.tiktok.com/@/video/7613499127334178078?_r=1,7613499127334177792,#facetowels #facetowel ,15s,136400,311,13,4.24,205.05,15
cassymedwards_,https://www.tiktok.com/@6905483647576245253,https://www.tiktok.com/@/video/7626188926079733023?_r=1,7626188926079732736,She’s back!!! Summer Fridays just launched their limited-edition Toasted Marshmallow Lip Butter Balm on its own!!! @Summer Fridays #summerfridays #summerfridayslipbalm #summerfridaystoastedmarshmallow #summerfridayslipbutterbalm #lipbalm ,23s,1023,9,1,0.0,0.0,23
freeformcurlss,https://www.tiktok.com/@7388972456332477482,https://www.tiktok.com/@/video/7621670137980062989?_r=1,7621670137980062720,#sponsored #based @BASED 😂😂,41s,173300,1176,16,0.0,0.0,41
lizzeth._.2,https://www.tiktok.com/@6978872288981255173,https://www.tiktok.com/@/video/7621360472742202637?_r=1,7621360472742202368,😍😍#paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #lashwithme ,11s,63700,744,1,4.31,164.24,11
tlynanxio,https://www.tiktok.com/@7525679025940890654,https://www.tiktok.com/@/video/7625872108085595423?_r=1,7625872108085595136,"I’ve been loyal to the d’Alba White Truffle First Spray Serum for years, and no matter what I try, I always come back to it. There’s just something about the radiance it gives instantly makes your skin look healthy, glowy, and expensive without feeling heavy. It’s one of those staple skincare mists that never misses for hydration, glow, and that effortless glass skin finish. #kbeautyskincare #glowingskin #facemist #glassskin #skincareroutine ",64s,1992,25,1,4.35,4.14,64
alli.rezny,https://www.tiktok.com/@6726742648005084165,https://www.tiktok.com/@/video/7625758485594033439?_r=1,7625758485594033152,Summer Fridays lip butter balm sale! ✨🤎 #summerfridays #summerfridayslipbalm ,18s,6407,36,0,0.0,0.0,18
xoxopeta,https://www.tiktok.com/@7384276485555094570,https://www.tiktok.com/@/video/7623232957196586270?_r=1,7623232957196585984,The best bundle for dark spots/hyperpigmention anywhere!✨#drmelaxinkojicacidturmeric #drmelaxin #darkspottreatment #tiktokshopcreatorpicks #greenish ,44s,47600,303,1,4.17,81.65,44
otxjbi58,https://www.tiktok.com/@7593655303226197005,https://www.tiktok.com/@/video/7621982153500364062?_r=1,7621982153500363776,Are you losing hair every day? Stop the shedding today #hairproducts #haircareproducts #hairproductsyouneed #besthairproducts #blackgirlhairproducts,24s,217700,617,16,5.39,80.07,24
kateinarizona,https://www.tiktok.com/@7111381042167596078,https://www.tiktok.com/@/video/7615795105588350221?_r=1,7615795105588349952,Testing the Zenz noise reducing earplugs as a mom. My son yelled POOP and I genuinely couldn't hear it 😅 They reduce up to 27 dB and come with different ear tip sizes so you can get the right fit. #tiktokshopfinds #momlife #noisereduction #earplugs #sensoryrelief,43s,4585,21,0,0.0,0.0,43
calllmeebriii,https://www.tiktok.com/@7364930848234030122,https://www.tiktok.com/@/video/7618385081022942477?_r=1,7618385081022942208,bc why did I go out of my way to get this the next day🤫,37s,101900,695,18,5.69,85.92,37
